RequestKey;LookupType;Query;Status;Ico;CompanyName;LegalForm;LegalFormCode;City;Address;IsActive;Candidates;Error;ResolvedUtc;Occurrences;SampleSubject;SampleFolder
rubas david s r o;Name;RUBÁŠ DAVID s.r.o.;Pending;;;;;;;;;;;4;Fw: RUBÁŠ DAVID s.r.o., IČ 09442022;09442022 POLÁK okna s.r.o
residencial zatec s r o;Name;Residencial Žatec s.r.o.;Pending;;;;;;;;;;;1;Re: prosba o právní stanovisko banky;09748792 Residencial Žatec s.r.o
investujdopole cz s r o;Name;Investujdopole.cz s.r.o.;Pending;;;;;;;;;;;1;Fikerle Daniel;17616328 investujdopole.cz s.r.o
simarek prijmy z cinnosti spolecnosti rosima s r o;Name;Šimarek příjmy z činnosti společnosti Rosima s.r.o.;Pending;;;;;;;;;;;2;URGENT_Fw: PBH - Robert Šimarek, příprava na financování odkupu podílu vlastictví nemovitosti;25112171 GRAFOPRINT Plus, s.r.o
svj ico 08152543 porizeni parkovaciho zakladace;Name;SVJ IČO: 08152543 - pořízení parkovacího zakladače;Pending;;;;;;;;;;;3;Fwd: investiční úvěr pro SVJ IČO: 08152543 - pořízení parkovacího zakladače;08152543 Společenství vlastníků pro dům Biskupský dvůr č.p. 2095, Praha 1
la vie s r o;Name;La Vie s.r.o.;Pending;;;;;;;;;;;3;Re: Nadaire Telc SOD;09389423 La Vie s.r.o
ic nastupnicke s r o;Name;Ič nástupnické s.r.o.;Pending;;;;;;;;;;;1;Re: fůze dvou firem;01431684 Ordinace praktického lékaře MUDr. Havrlantová s.r.o
iii kupni cena prodavajici magenta investment s r o;Name;III. KUPNÍ CENA Prodávající MAGENTA INVESTMENT s.r.o.;Pending;;;;;;;;;;;2;Fw: Právní stanovisko k předložené kupní smlouvě na nemovitost;25384635 DNK stavební společnost, s.r.o
svj v sidlisti 390;Name;SVJ V Sídlišti 390;Pending;;;;;;;;;;;4;RE: žádost o posouzení  rozhodnutí jediného vlastníka SVJ V Sídlišti 390, Děčín ič. 21834776;21834776 Společenství vlastníků jednotek V Sídlišti 390, Děčín
property md i a s;Name;Property MD I a.s.;Pending;;;;;;;;;;;1;Property MD I a.s., IČ: 10953370;10953370 Property MD I a.s
ready stav group s r o;Name;READY STAV group s.r.o.;Pending;;;;;;;;;;;3;Fw: kontrola kupní smlouvy;26968924 APOLLO 3P, s.r.o
biomass invest s r o;Name;Biomass Invest s.r.o.;Pending;;;;;;;;;;;3;Fw: notářský zápis;04973518 Biomass Invest s.r.o
zadatel aparthotel hranicna s r o;Name;Žadatel Aparthotel Hraničná s.r.o.;Pending;;;;;;;;;;;2;Re: Zápis z VH - k ID žádosti 2070401871  Žadatel Aparthotel Hraničná s.r.o. RČ/IČ 19955596;19955596 Aparthotel Hraničná s.r.o
first estate investing a s;Name;FIRST ESTATE INVESTING a.s.;Pending;;;;;;;;;;;4;Fw: čerpání úvěru - doplnění IČ 28787676, FIRST ESTATE INVESTING a.s.;28787676 FIRST ESTATE INVESTING a.s
bradlovi s r o;Name;Brádlovi s.r.o.;Pending;;;;;;;;;;;3;komunikace s KN Jičín - Brádlovi s.r.o. - IČ: 04163842;04163842 Brádlovi s.r.o
novomestka teplarenska a s;Name;Novoměstká teplárenská a.s.;Pending;;;;;;;;;;;3;Novoměstká teplárenská a.s., IČ 25335057, Žádost o souhlas s převodem akcií;25335057 Novoměstská teplárenská a.s
stomatologicka ordinace klinovska s r o;Name;Stomatologická ordinace Klinovská s.r.o.;Pending;;;;;;;;;;;3;Stomatologická ordinace Klinovská s.r.o., IČ 03620611;03620611 Stomatologická ordinace Klinovská s.r.o
a budoucim zastavcem s r o;Name;a budoucím zástavcem s.r.o.;Pending;;;;;;;;;;;2;Trojstranná zástavní smlouva k nemovitosti;a budoucím zástavcem s.r.o
spolecenstvi vlastniku cerchovska sedm;Name;Společenství vlastníků Čerchovská sedm;Pending;;;;;;;;;;;2;Společenství vlastníků Čerchovská sedm, ičo 26756242;26756242 Společenství vlastníků Čerchovská sedm
26059479;Ico;26059479;Pending;;;;;;;;;;;1;"FW: ""Společenství vlastníků jednotek č.p. 652,653/III Jindřichův Hradec""-Fw: Posouzení Zápisu ze shromáždění";26059479 Společenství vlastníků jednotek č.p. 652
tiz s r o;Name;TIZ s.r.o.;Pending;;;;;;;;;;;3;Fw: TIZ s.r.o.;19010044 TIZ s.r.o
ms stavmont s r o;Name;MS Stavmont s.r.o.;Pending;;;;;;;;;;;1;Urgentní - vytvoření dokumentace MS Stavmont s.r.o., IČ 28160240;28160240 MS STAVMONT s.r.o
verill s r o;Name;Verill s.r.o.;Pending;;;;;;;;;;;3;Dotaz na metodické postupy;10880950 Verill s.r.o
spolecenstvi vlastniku smetanova 2355 28;Name;Společenství vlastníků Smetanova 2355/28;Pending;;;;;;;;;;;3;FW: podpis smlouvy o úvěru a ZÚ - 27691276, Společenství vlastníků Smetanova 2355/28, 2356/26, Znojmo, žádost 2071658585;27691276 Společenství vlastníků Smetanova 2355-28, 2356-26, Znojmo
mimaja s r o;Name;Mimaja s.r.o.;Pending;;;;;;;;;;;3;Fw: Stanovisko LCD k zápočtu pohledávky - Mimaja s.r.o., IČ: 05495610;05495610 NPI Výstavby s.r.o
svj z uveru zastava 2 anuitnich splatek;Name;SVJ z úvěru (zástava 2 anuitních splátek)?;Pending;;;;;;;;;;;4;Fw: Bytové družstvo SOPO cluid 8013-07-16-16.00.32.436247;SVJ z úvěru (zástava 2 anuitních splátek)-
vh domy stavitelstvi s r o;Name;VH domy stavitelství s.r.o.;Pending;;;;;;;;;;;4;VH domy stavitelství s.r.o. 07108761;07108761 VH domy stavitelství s.r.o
truhlarstvi sujan s r o;Name;Truhlářství Šujan s.r.o.;Pending;;;;;;;;;;;2;Re: Oldřich Šujan;10269479 Oldřich Šujan
luftiga design s r o;Name;LUFTIGA design s.r.o.;Pending;;;;;;;;;;;4;LUFTIGA design s.r.o. -Fw: Dotaz;11656352 LUFTIGA design s.r.o
vet planet czech republic spol s r o;Name;Vet Planet Czech Republic spol. s.r.o.;Pending;;;;;;;;;;;4;Fw: Verifikace Plné moci k zastupování společnosti v Bance - ič 06967990, Vet Planet Czech Republic spol. s.r.o.	;06967990 Vet Planet Czech Republic spol. s r.o
f2s group a s;Name;F2S group a.s.;Pending;;;;;;;;;;;3;Re: Poskytnuté zajištění vlastníkem klienta;08803099 F2S group a.s
svj by bylo pouze prijemcem uveru;Name;SVJ by bylo pouze příjemcem úvěru.;Pending;;;;;;;;;;;1;Re: dotaz k účelu úvěru u SVJ;03622151 Společenství vlastníků Rezidence Nikoly Tesly
augara s r o;Name;Augara s.r.o.;Pending;;;;;;;;;;;4;Fw: Klient Augara s.r.o., IČ 14316285;14316285 Augara s.r.o
24836907;Ico;24836907;Pending;;;;;;;;;;;2;Fw: Bytové družstvo Točná, NZ;24836907 České spořitelny a.s
alsus s r o;Name;ALSUS s.r.o.;Pending;;;;;;;;;;;1;Urgence žádosti: ALSUS, bankovní záruka;28540158 ALSUS s.r.o
pocet jednotek by byl vlozen do s r o;Name;počet jednotek by byl vložen do s.r.o.;Pending;;;;;;;;;;;6;dotaz na možný úvěr;počet jednotek by byl vložen do s.r.o
svj a podminky cerpani dale rusime v ramci zajisteni;Name;SVJ a podmínky čerpání. Dále rušíme v rámci zajištění;Pending;;;;;;;;;;;6;Fw: Připomínkové řízení k předpisu č. RR_4034_04_01R_;SVJ a podmínky čerpání. Dále rušíme v rámci zajištění
spolecenstvi vlastniku domu nova 602;Name;Společenství vlastníků domu Nová 602;Pending;;;;;;;;;;;2;"Re: Společenství vlastníků domu Nová 602, Lišov; IČ 26043017";26043017 Společenství vlastníků domu Nová 602, Lišov
dvdent spol s r o;Name;DVDent spol. s r.o.;Pending;;;;;;;;;;;1;Re: Rozhodnutí jediného společníka při výkonu působnosti valné hromady;19257031 IMPREZA CZ, s.r.o
svj a bd;Name;SVJ a BD;Pending;;;;;;;;;;;2;Re: žádost o projednání vypuštění závazku ze smlouvy;SVJ a BD
klatovska teplarna a s;Name;KLATOVSKÁ TEPLÁRNA a.s.;Pending;;;;;;;;;;;1;Fw: Změna požadavku - DR-145015, Doplnění dodatečných informací, KLATOVSKÁ TEPLÁRNA a.s. ;49790960 KLATOVSKÁ TEPLÁRNA a.s
abadoors s r o;Name;ABADOORS s.r.o.;Pending;;;;;;;;;;;3;FW: SBERBANK_Fw: ABADOORS s.r.o. - IČ: 28989112 - 4200554284;28989112 ABADOORS s.r.o
fkjj s r o;Name;FKJJ s.r.o.;Pending;;;;;;;;;;;2;Fw: Kontrola - Kupní smlouva, jistotní účet, FKJJ s.r.o., IČ 02018021 ;02018021 FKJJ s.r.o
tawan s r o;Name;TAWAN s.r.o.;Pending;;;;;;;;;;;4;Fw: TAWAN s.r.o., IČ: 27446395, případ č. 2045509816;27446395 TAWAN s.r.o
stazem s r o;Name;STAZEM s.r.o.;Pending;;;;;;;;;;;12;Stanovisko NRB k BZ pro klienta- STAZEM s.r.o., IČ 19141106;19141106 STAZEM s.r.o
mfl group s r o;Name;MFL Group s.r.o.;Pending;;;;;;;;;;;3;FW: SBERBANK_Fw: MFL Group s.r.o. - PZS ;25083325 Sberbank CZ, a.s. v likvidaci
jd vila jirny s r o;Name;JD Vila Jirny s.r.o.;Pending;;;;;;;;;;;1;Prosba - urgence CPS ID 2074714608;21858616 JD Vila Jirny s.r.o
spolecenstvi vlastniku domu cp 389 preloucska;Name;Společenství vlastníků domu čp. 389 Přeloučská;Pending;;;;;;;;;;;6;FW: Společenství vlastníků domu čp. 389 Přeloučská, Pardubice - část obce Staré Čívice, PSČ 530 06-Fw: koncept - hlasování per rollam CLUID  8019-11-16-05.21.22.877646;Společenství vlastníků domu čp. 389 Přeloučská
retimmo kyjov a s;Name;RETIMMO Kyjov a.s.;Pending;;;;;;;;;;;2;RETIMMO Kyjov a.s., IČ 05139856 - zápis z jednání valné hromady;05139856 RETIMMO Kyjov a.s
mo byrtus s r o;Name;MO BYRTUS s.r.o.;Pending;;;;;;;;;;;1;Re: Konzultace;09991506 MO BYRTUS s.r.o
spolecenstvi vlastniku jednotek zengrova 20;Name;Společenství vlastníků jednotek Zengrova 20;Pending;;;;;;;;;;;1;FW: Společenství vlastníků jednotek Zengrova 20, Vítkovice-Fw: tip SVJ úvěr - financování koupě zahrady;28630751 Společenství vlastníků jednotek Zengrova 20, Vítkovice
degustarium bavory s r o;Name;DEGUSTARIUM Bavory s.r.o.;Pending;;;;;;;;;;;4;Re: DEGUSTARIUM Bavory s.r.o. ičo: 04094662, č.ž. 2047778473;04094662 DEGUSTARIUM Bavory s.r.o
idea storage services s r o;Name;IDEA STORAGE SERVICES s.r.o.;Pending;;;;;;;;;;;2;Fw: IDEA STORAGE SERVICES s.r.o. , IČ: 10885862;10885862 IDEA STORAGE SERVICES s.r.o
podnikatelsky uver jedna se o firmu s r o;Name;podnikatelský úvěr jedná se o firmu s.r.o.;Pending;;;;;;;;;;;1;URGENT již 10 dní mám dotaz klient stále čeká ;09933123 ZaBaliss s.r.o
restaurace farkan s r o;Name;Restaurace Farkáň s.r.o.;Pending;;;;;;;;;;;1;Restaurace Farkáň s.r.o. - kontrola smlouvy o zápůjčce;27608972 Restaurace Farkáň s.r.o
porr a s;Name;PORR a.s.;Pending;;;;;;;;;;;2;Re: Město Orlová;PORR a.s
souladventure s r o;Name;SoulAdventure s.r.o.;Pending;;;;;;;;;;;3;Re: žádost o posouzení akceptovatelnosti KS + smlouvy o Advokátní úschově, SoulAdventure s.r.o. (IČ: 08315337);08315337 SoulAdventure s.r.o
mlyn plav s r o;Name;Mlýn Plav s.r.o.;Pending;;;;;;;;;;;2;Mlýn Plav s.ro.;08995796 Mlýn Plav s.r.o
punctum invest s r o;Name;Punctum Invest s.r.o.;Pending;;;;;;;;;;;6;Fw: Punctum Invest s.r.o., IČ: 23246731,  případ č. 2079417913 ;23246731 Punctum Invest s.r.o
dpr metal s r o;Name;DPR Metal s.r.o.;Pending;;;;;;;;;;;3;DPR Metal s.r.o.-Fw: ÚVĚR Č. 0734972159, IČ 06094678  ;06094678 DPR Metal s.r.o
grundo s r o;Name;Grundo s.r.o.;Pending;;;;;;;;;;;1;01494601 Grundo s.r.o., žadatel o úvěr;01494601 GRUNDO s.r.o
svj horanska 1510;Name;SVJ Hořanská 1510;Pending;;;;;;;;;;;3;Fw: konzultace - poptávka úvěr - SVJ Hořanská 1510, 1512, 1511, Praha 3 - Žižkov - IČ: 24165379;24165379 Společenství vlastníků jednotek Hořanská č.p. 1510, č.p. 1512,č.p. 1511
smartstep rental s r o;Name;Smartstep rental s.r.o.;Pending;;;;;;;;;;;1;Smartstep rental s.r.o. IČ 23675781 -  k úvěru 0784143199;23675781 Smartstep rental s.r.o
svj ma schvaleny klasicky uver na revitalizaci bd o 18;Name;SVJ má schválený klasický úvěr na revitalizaci BD o 18;Pending;;;;;;;;;;;1;Re: dotaz -pokračování ;07440618 Společenství vlastníků Velká nad Veličkou 570
rokos stavby s r o;Name;ROKOS STAVBY s.r.o.;Pending;;;;;;;;;;;2;Kupní smlouva Rokos stavby s. r. o. ;71471740 Mgr. Tomáš Hobl
immo trading s r o;Name;IMMO Trading s.r.o.;Pending;;;;;;;;;;;3;Fw: Urgence na zpracování dokumentace, IMMO Trading s.r.o., IČ: 25511599, CPS 207 495 0782;25511599 IMMO-Trading s.r.o
mytreedk a s;Name;MyTreeDK a.s.;Pending;;;;;;;;;;;3;Fw: konzultace KS + služebnosti ID žádosti 2065831463, MyTreeDK a.s.;24729035 ČEZ Distribuce, a. s
svj komenskeho;Name;SVJ Komenského;Pending;;;;;;;;;;;4;Fw: SVJ Komenského, Šterneberk - IČ: 28573889;28573889 Společenství vlastníků jednotek pro dům Komenského 342-30, Šternberk
spolecenstvi vlastniku domu koliste 49;Name;Společenství vlastníků domu Koliště 49;Pending;;;;;;;;;;;2;Re: odnět k přezkumnému řízení;09408355 Společenství vlastníků domu Koliště 49, Brno
revize ostrava s r o;Name;Revize Ostrava s.r.o.;Pending;;;;;;;;;;;3;Fw: info KS Goldenstein x Revize Ostrava, úschova EVB;28632656 Revize Ostrava s.r.o
euragri s r o;Name;EURAGRI s.r.o.;Pending;;;;;;;;;;;3;RE: EURAGRI s.r.o._IČ 271 40 733;27140733 EURAGRI s.r.o
ipsecure cz s r o;Name;IPsecure.cz s.r.o.;Pending;;;;;;;;;;;3;Fw: IPsecure.cz s.r.o. 24797359;24797359 IPsecure.cz s.r.o
farma uhorilka s r o;Name;FARMA ÚHOŘILKA s.r.o.;Pending;;;;;;;;;;;2;Re: Upravená Smlouva o právu stavby Farma Úhořilka;FARMA ÚHOŘILKA s.r.o
spolecenstvi vlastniku pro dum zizkova 179 25 ceske budejovice;Name;Společenství vlastníků pro dům Žižkova 179/25 České Budějovice;Pending;;;;;;;;;;;3;Společenství vlastníků pro dům Žižkova 179/25 České Budějovice, IČ 28078462;28078462 Společenství vlastníků pro dům Žižkova 179-25 České Budějovice
ivana khollova byla jednatelkou spolecnosti mediloco s r o;Name;Ivana Khollová byla jednatelkou společnosti MEDILOCO s.r.o.;Pending;;;;;;;;;;;1;Dotaz - aval směnky - dědické řízení - urgentní;25204351 MEDILOCO s.r.o
twift czechia s r o;Name;Twift Czechia s.r.o.;Pending;;;;;;;;;;;1;Fw: Bankovní účet - TWIFT;22317805 Twift Czechia s.r.o
adelinex active s r o;Name;ADELINEX Active s.r.o.;Pending;;;;;;;;;;;1;ADELINEX Invest a.s. a JSSK ShelfCo 13 s.r.o. (ADELINEX Active s.r.o.)  -  oprava dokumentace projektové financování;19868758 ADELINEX Active s.r.o
spolecenstvi vlastniku jednotek mestanska 32;Name;Společenství vlastníků jednotek Měšťanská 32;Pending;;;;;;;;;;;6;Fw: Společenství vlastníků jednotek Měšťanská 32, 695 01 Hodonín Ičo: 26309785;26309785 Společenství vlastníků jednotek Měšťanská 32, 695 01 Hodonín
avz logistik s r o;Name;AVZ logistik s.r.o.;Pending;;;;;;;;;;;2;Fw: dotaz lhůty zpracování;26044307 AVZ logistik s.r.o
vyjadreni pravniho oddeleni cs a s;Name;Vyjádření právního oddělení ČS a.s.;Pending;;;;;;;;;;;4;Re: Vyjádření právního oddělení ČS a.s.;Vyjádření právního oddělení ČS a.s
26846624;Ico;26846624;Pending;;;;;;;;;;;2;Fw: Výzva z katastru Simon Minks ID 2045841352;26846624 a.s
kontrola kupni smlouvy creditimmo s r o;Name;Kontrola Kupní smlouvy Creditimmo s.r.o.;Pending;;;;;;;;;;;1;Re: Fw: Kontrola Kupní smlouvy Creditimmo s.r.o.;03669947 CREDITIMMO s.r.o
18098452;Ico;18098452;Pending;;;;;;;;;;;1;Re: Škorník Ján_Fw: SC0000000017968633 -  potvrzení o zaplacení úvěru a zániku zajišťovacího převodu ;18098452 a.s
spolecenstvi vlastniku jednotek vedenem krajskym soudem v hradci kralove;Name;společenství vlastníků jednotek vedeném Krajským soudem v Hradci králové;Pending;;;;;;;;;;;2;koncept - hlasování per rollam CLUID  8019-11-16-05.21.22.877646;společenství vlastníků jednotek vedeném Krajským soudem v Hradci králové
slouceni firem klienta do nove vznikleho s r o;Name;sloučení firem klienta do nově vzniklého s.r.o.;Pending;;;;;;;;;;;3;Konzultace úvěrového záměru klienta - transformace firem;27487636 sloučení firem klienta do nově vzniklého s.r.o
autosluzba zilka s r o;Name;AUTOSLUŽBA ŽILKA s.r.o.;Pending;;;;;;;;;;;2;Fw: FOO Ondřej Žilka, RČ 8910043571 , ID žádosti 2065013749;14893649 AUTOSLUŽBA ŽILKA s.r.o
vyroba s r o;Name;výroba s.r.o.;Pending;;;;;;;;;;;4;Re: CPS ID 2053733646     SANTÉ - výroba s.r.o.;výroba s.r.o
46709576;Ico;46709576;Pending;;;;;;;;;;;2;COMP`S, spol. s r.o.;46709576 spol. s r.o
cez distribuce a s;Name;ČEZ Distribuce a.s.;Pending;;;;;;;;;;;4;ADROMIA INVEST - úvěr č. 	625252179  -  Sluzebnosti cesty_stezky_medii ADROMIAINVEST_ADROMIA;ČEZ Distribuce a.s
rajsky s r o;Name;RAJSKÝ s.r.o.;Pending;;;;;;;;;;;3;Re: Konzultace ;28820495 RAJSKÝ s.r.o
degustarium vmp s r o;Name;DEGUSTARIUM VMP s.r.o.;Pending;;;;;;;;;;;2;Re: DEGUSTARIUM VMP s.r.o. ičo: 05904331;05904331 DEGUSTARIUM VMP s.r.o
svj tj 1 4 projektu;Name;SVJ (tj. 1/4 projektu).;Pending;;;;;;;;;;;2;Re: financování výstavby kotelny SVJ;SVJ (tj. 1-4 projektu)
renata prucha himlova jednatel kozeluhy caslav s r o;Name;Renata Průcha Himlová Jednatel Koželuhy Čáslav s.r.o.;Pending;;;;;;;;;;;1;kontrola navržených kupních smluv;01862537 Koželuhy Čáslav s.r.o
zhtw top s r o;Name;ZHTW TOP s.r.o.;Pending;;;;;;;;;;;3;Fw: plná moc k zastupování ;09167412 ZHTW TOP s.r.o
ganymed s r o;Name;Ganymed s.r.o.;Pending;;;;;;;;;;;2;Ganymed s.r.o., IČ 25178024, klient z WSPK, úvěr 7074475123/0800, smlouva o úvěru 054047-001;25178024 Ganymed, s.r.o
svj 3936 prevzeti uveru;Name;SVJ 3936: převzetí úvěru;Pending;;;;;;;;;;;4;Fw: SVJ 3936: převzetí úvěru;04188497 Společenství vlastníků jednotek Vítězslava Nezvala 3936, Chomutov
ing tomas rusnik za home builders s r o;Name;Ing. Tomáš Rusník za Home Builders s.r.o.;Pending;;;;;;;;;;;1;platba kupní ceny s odloženou splatností na výzvu;14051401 Home Builders s.r.o
panorama resort mlynice s r o;Name;Panorama resort Mlýnice s.r.o.;Pending;;;;;;;;;;;6;Klient Panorama resort Mlýnice s.r.o., IČ 14017199,  CPS 2072218558;14017199 Panorama resort Mlýnice s.r.o
prosba o konzultaci amadea s r o;Name;Prosba o konzultaci AMADEA s.r.o.;Pending;;;;;;;;;;;3;Prosba o konzultaci AMADEA s.r.o., IČ: 25968190/Martin Portych zastavená odchozí platba ve prospěch obchodníka s kryptoměnou;25968190 AMADEA s.r.o
salon glamour s r o;Name;Salon Glamour s.r.o.;Pending;;;;;;;;;;;5;Re: financování 1/2 RD - klient Salon Glamour s.r.o.;03737586 Revitalizace staveb s.r.o
d1 nonstop trailer servis s r o;Name;D1 nonstop trailer servis s.r.o.;Pending;;;;;;;;;;;2;Automatická odpověď: Dotaz na jednání za spol. D1 nonstop trailer servis s.r.o., IČ: 24254525;24254525 D1 nonstop trailer servis s.r.o
svj vylouceny;Name;SVJ vyloučený;Pending;;;;;;;;;;;2;Re: Audit VNS - nástupnické SVJ;SVJ vyloučený
tyka se klienta astn machining s r o;Name;Týká se klienta ASTN Machining s.r.o.;Pending;;;;;;;;;;;2;Fw: Odsouhlasení  znění účelu úvěru ;06627781 ASTN Machining s.r.o
verox invest s r o;Name;Verox Invest s.r.o.;Pending;;;;;;;;;;;4;Verox Invest s.r.o., IČ: 04464401, 2079806568;04464401 Verox Invest s.r.o
24824151;Ico;24824151;Pending;;;;;;;;;;;4;CPS2074544836;24824151 SAMEZALUZIE.CZ s.r.o
samezaluzie cz s r o;Name;SAMEZALUZIE.CZ s.r.o.;Pending;;;;;;;;;;;4;CPS2074544836;24824151 SAMEZALUZIE.CZ s.r.o
blue glory company s r o;Name;Blue Glory Company s.r.o.;Pending;;;;;;;;;;;1;Blue Glory Company s.r.o.,  IČ 08276919;08276919 Blue Glory Company s.r.o
michael bretl prodavajici za four b s r o;Name;Michael Bretl Prodávající za Four B. s.r.o.;Pending;;;;;;;;;;;1;Kupní smlouva Bretl x Four B;14297507 Four B s.r.o
svj haskova;Name;SVJ HAŠKOVA;Pending;;;;;;;;;;;2;Re: SVJ HAŠKOVA, IČO: 26451000 - čerpání úvěru;26451000 Společenství vlastníků jednotek Haškova 9-845, Praha 7
wassbau projekty s r o;Name;Wassbau -projekty s.r.o.;Pending;;;;;;;;;;;3;Wassbau-Projekty;17301611 WASSBAU s.r.o
svj je opravneno uzavrit smlouvu o uveru;Name;SVJ je oprávněno uzavřít smlouvu o úvěru;Pending;;;;;;;;;;;2;Re: zápis SVJ;SVJ je oprávněno uzavřít smlouvu o úvěru
bladent nmnm s r o zakonne stepeni bladent nmnm s r o;Name;Bladent NMNM s.r.o.-zákonné štěpení Bladent NMNM s.r.o.;Pending;;;;;;;;;;;4;Re: Bladent NMNM s.r.o.-zákonné štěpení Bladent NMNM s.r.o., IČ 29307074;29307074 Bladent NMNM s.r.o
spolecenstvi vlastniku pro dum belohorska 25;Name;Společenství vlastníků pro dům Bělohorská 25;Pending;;;;;;;;;;;2;Fw: Společenství vlastníků pro dům Bělohorská 25, Praha 6, IČ 24682535;24682535 Společenství vlastníků pro dům Bělohorská 25, Praha 6
kc za dluznikem gold real estate s r o;Name;Kč za dlužníkem Gold Real Estate s.r.o.;Pending;;;;;;;;;;;2;Fw: Jistotní účet případ č. 2070886066;11980486 Gold Real Estate s.r.o
habuilding s r o;Name;Habuilding s.r.o.;Pending;;;;;;;;;;;3;kontrola ;01658875 JUDr. JARMILA EVA STRAKOVÁ, advokátka
svj jakozto podminky pro cerpani uveru poskytnuteho c;Name;SVJ jakožto podmínky pro čerpání úvěru  poskytnutého Č;Pending;;;;;;;;;;;2;Fw: INFORMACE K ČERPÁNÍ;SVJ jakožto podmínky pro čerpání úvěru poskytnutého Č
has sof cz s r o;Name;HAS SOF-CZ s.r.o.;Pending;;;;;;;;;;;2;Fw: Kontrola kupní smlouvy a smlouvy o úschově   HAS SOF-CZ s.r.o.   IČ: 24120600  CPS 2046556832;24120600 HAS SOF - CZ, s.r.o
tvm net s r o;Name;TVM NET s.r.o.;Pending;;;;;;;;;;;3;FW: klient TVM NET s.r.o., IČ 04674642 - Plná moc ;04674642 TVM Net s.r.o
garance bydleni s r o;Name;Garance Bydlení s.r.o.;Pending;;;;;;;;;;;1;Fw: Garance bydlení ;07969074 Garance Bydlení s.r.o
dk mass s r o;Name;DK MASS s.r.o.;Pending;;;;;;;;;;;3;Odsouhlasení návrhu Rozhodnutí jediného společníka - DK MASS s.r.o. 01618164;01618164 DK MASS s.r.o
cs do spolecnosti komo hradec s r o;Name;ČS do společnosti Komo Hradec s.r.o.;Pending;;;;;;;;;;;4;CPS 2068319254 _ DataLite, spol. s r.o., IČ: 251 06 325 - posouzení záměru Klienta (nepeněžitý vklad Nemovitosti v zástavě pro ČS do společnosti Komo Hradec s.r.o., IČ: 198 53 777);19853777 Komo Hradec s.r.o
kontrola souhlasu jedineho spolecnika aplu energy s r o;Name;Kontrola souhlasu jediného společníka APLU Energy s.r.o.;Pending;;;;;;;;;;;4;Kontrola souhlasu jediného společníka APLU Energy s.r.o.;05552311 APLU energy s.r.o
tepadla s r o;Name;TEPADLA s.r.o.;Pending;;;;;;;;;;;1;TEPADLA s.r.o., 04172817 - vyjádření LGL pro OPS;04172817 TEPADLA s.r.o
svj a bytov a dru zs tv a;Name;SVJ  a bytov á  dru žs tv a;Pending;;;;;;;;;;;1;Re: monitorovaný hovor dne 15.8.2022;25906771 Společenství vlastníků Český Těšín, Sokola Tůmy 66-15
lissport s r o;Name;LISSPORT s.r.o.;Pending;;;;;;;;;;;2;Dotaz - převod nemovitosti z PO a FOO se zástavním právem ČS - LISSPORT s.r.o. IČO: 27461050;27461050 LISSPORT s.r.o
obecni dum semily s r o;Name;Obecní dům Semily s.r.o.;Pending;;;;;;;;;;;3;Obecní dům Semily s.r.o., IČ: 21333530, 2070918320;21333530 Obecní dům Semily s.r.o
02875845;Ico;02875845;Pending;;;;;;;;;;;3;odsouhlasení zápisu ze shromáždění CLUID 8016-05-04-11.49.08.787821;02875845 SVJ za Bankou ze smluv o všech účtech vedených pro SVJ
spolecenstvi vlastniku pro dum na neklance c p 3358;Name;Společenství vlastníků pro dům Na Neklance č.p. 3358;Pending;;;;;;;;;;;4;Re: Společenství vlastníků pro dům Na Neklance č.p. 3358, IČ: 09965173;09965173 Společenství vlastníků pro dům Na Neklance č.p. 3358
69650306;Ico;69650306;Pending;;;;;;;;;;;1;Re: GD - zástavci v SJM;69650306 a.s
solutum group s r o;Name;Solutum group s.r.o.;Pending;;;;;;;;;;;2;Fw: FISH export 24 - přehled produktů v ČS;05990513 Solutum group s.r.o
cond klima s r o;Name;COND KLIMA s.r.o.;Pending;;;;;;;;;;;2;Fw: CPS ID 2075190628  - COND KLIMA s.r.o., 27828891;27828891 COND KLIMA s.r.o
bd starokosirska s r o;Name;BD Starokošířská s.r.o.;Pending;;;;;;;;;;;2;Re: Změna vlastníka předmětu zástavy;02476878 JUDr. Jan Jaroš
svj velka nad velickou 570;Name;SVJ Velká nad Veličkou 570;Pending;;;;;;;;;;;2;dotaz ;07440618 Společenství vlastníků Velká nad Veličkou 570
svj nove hrady 317;Name;SVJ Nové hrady 317;Pending;;;;;;;;;;;3;Posouzení Zápisu - SVJ Nové hrady 317;28062353 Společenství vlastníků Nové Hrady 317
uniformycz spol s r o;Name;UniformyCZ spol. s r.o.;Pending;;;;;;;;;;;4;SBERBANK-Fw: SC0000000079787959 - UniformyCZ spol. s r.o. (01471457) ;01471457 UniformyCZ spol. s r.o
svj nema zadny uver;Name;SVJ nemá žádný úvěr;Pending;;;;;;;;;;;2;Dotaz;SVJ nemá žádný úvěr
spolecenstvi vlastniku na baranovci;Name;Společenství vlastníků Na Baranovci;Pending;;;;;;;;;;;1;FW: Společenství vlastníků Na Baranovci , IČ: 10685359;10685359 Společenství vlastníků Na Baranovci 1975-1978
bankovni zaruky u klienta bretricon s r o;Name;Bankovní záruky u klienta Bretricon s.r.o.;Pending;;;;;;;;;;;1;Urgence přípravy dokumentace;07881916 Bretricon s.r.o
